ClinicID,State,Name,Street.Address,City,Latitude,Longitude,Full_Address,County,FIPS,County_RUC,County_Population,County_Land
C1078,Oregon,Lane County Methadone Treatment Program,151 W 7th Avenue,Eugene,44.052214,-123.0952949,"151, West 7th Avenue, College Hill, Eugene, Lane County, Oregon, 97401, United States of America",lane,41039,2,363471,4556.05
C1079,Oregon,Grants Pass Treatment Center,1885 NE 7th Street,Grants Pass,42.45902599,-123.3206354,"1885, Northeast 7th Street, Fruitdale, Grants Pass, Josephine County, Oregon, 97526, United States of America",josephine,41033,3,84514,1638.649
C1080,Oregon,"CRC Health Oregon, Inc.",777 Murphy Road,Medford,42.31519464,-122.8287298,"777, Murphy Road, Medford, Jackson County, Oregon, 97504, United States of America",jackson,41029,3,212070,2783.255
C1081,Oregon,Integrated Health Clinics  Clackamas County,17882 Southeast McLoughlin Blvd.,MIlwaukie,45.4597538,-122.6396254,"Southeast McLoughlin Boulevard, Ardenwald, Kellogg Park, Milwaukie, Clackamas County, Oregon, 97202, United States of America",multnomah,41051,1,788459,431.105
C1082,Oregon,ORTC LLC,110 SW 20th Street,Pendleton,45.66732748,-118.806316,"110, Southwest 20th Street, Glendale, Pendleton, Umatilla County, Oregon, 97801, United States of America",umatilla,41059,4,76736,3215.449
C1083,Oregon,"Opiate Treatment Program, Portland VA Medical Center",3710 SW US Veteran's Hospital Road,Portland,45.497244,-122.683423,,multnomah,41051,1,788459,431.105
C1084,Oregon,"Metro Treatment of Oregon, LP",16420 Southeast Division Street,Portland,45.50425365,-122.4945032,"16420, Southeast Division Street, Centennial, Portland, Multnomah County, Oregon, 97236, United States of America",multnomah,41051,1,788459,431.105
C1085,Oregon,"CRC Health Oregon, Inc.",2600 Southeast Belmont St.,Portland,45.5162252,-122.638811,"2600, Southeast Belmont Street, Belmont, Sunnyside, Portland, Multnomah County, Oregon, 97214, United States of America",multnomah,41051,1,788459,431.105
C1086,Oregon,"CODA, Inc.",1027 East Burnside St.,Portland,45.5230278,-122.6550485,"1027, East Burnside Street, Buckman, Portland, Multnomah County, Oregon, 97214, United States of America",multnomah,41051,1,788459,431.105
C1087,Oregon,"CRC Health Oregon, Inc.",6601 N.E. 78th Court,Portland,45.570638,-122.582902,,multnomah,41051,1,788459,431.105
C1088,Oregon,Allied Health Services,324 NW Davis Street,Portland,45.52441,-122.6740973,"Allied Health Services, 324, Northwest Davis Street, Chinatown, Old Town, Portland, Multnomah County, Oregon, 97209, United States of America",multnomah,41051,1,788459,431.105
C1089,Oregon,Tigard Comprehensive Treatment Center,10763 SW Greenburg Road,Portland,45.4431,-122.7791,,washington,41067,1,572071,724.275
C1090,Oregon,ADAPT,548 SE Jackson Street,Roseburg,43.2092392,-123.344098,"Adapt Roseburg, 548, Southeast Jackson Street, Roseburg, Douglas County, Oregon, 97470, United States of America",douglas,41019,4,107576,5035.67
C1091,Oregon,"CRC Health Oregon, Inc.",1160 Liberty Street SE,Salem,44.9295752,-123.0424342,"1160, Liberty Street Southeast, South Salem, Salem, Marion County, Oregon, 97302, United States of America",marion,41047,2,330453,1180.557
C1092,Oregon,Marion County Drug Treatment Program,2045 Silverton Road NE,Salem,44.96328917,-123.0077886,"2045, Silverton Road Northeast, Highland, West Salem, Salem, Marion County, Oregon, 97301, United States of America",marion,41047,2,330453,1180.557
C1093,Oregon,ORTC LLC,1485 Market Street,Springfield,44.05780985,-123.0031007,"1485, Market Street, Springfield, Lane County, Oregon, 97477, United States of America",lane,41039,2,363471,4556.05
C1094,Pennsylvania,"Pinnacle Treatment Centers PA-V, LLC",400 Woodlawn Dr.,Aliquippa,40.6178447,-80.2461717,"Woodlawn, Aliquippa, Beaver County, Pennsylvania, 15001, United States of America",beaver,42007,1,168161,434.711
C1095,Pennsylvania,"White Deer Run, Inc.",360 White Deer Run Rd.,Allenwood,41.09999076,-76.92598353,"360, White Deer Run Road, Allenwood, Union County, Pennsylvania, 17810, United States of America",union,42119,4,45056,315.957
C1096,Pennsylvania,Dolminis Methadone Maintenance Program,2 Sellers Drive,Altoona,40.460902,-78.408442,,blair,42013,3,124736,525.801
C1097,Pennsylvania,"Pennsylvania Care, LLC",43 South Main Street,Ashley,41.21155375,-75.90164995,"Family Dollar, 43, South Main Street, Ashley, Luzerne County, Pennsylvania, 18706, United States of America",luzerne,42079,2,318222,889.968
C1098,Pennsylvania,New Directions Treatment Services,2442 Broadhead Rd.,Bethlehem,40.678093,-75.366332,,northampton,42095,2,300941,369.777
C1099,Pennsylvania,Medical Technical Rehbilitative Services,1984 Route 22,Blairsville,40.440754,-79.255405,,indiana,42063,4,86551,827.314
C1100,Pennsylvania,"Foundations Medical Services, LLC",160 Hindman Road,Butler,41.02166385,-79.80305417,"160, Hindman Road, Hilldale, Concord Township, Butler County, Pennsylvania, 16041, United States of America",butler,42019,1,185984,789.558
C1101,Pennsylvania,Addiction Recovery Systems,3433 Trindle Road,Camp Hill,40.236846,-76.938806,"3433, Trindle Road, Camp Hill, Cumberland County, Pennsylvania, 17011, United States of America",cumberland,42041,2,245801,545.478
C1102,Pennsylvania,Fayette Treatment Program LLC,2695 Roy E Furman Highway,Carmichaels,39.8588,-79.9459,,greene,42059,6,37338,575.932
C1103,Pennsylvania,Charleroi Treatment Services,15 Arentzen Boulevard,Charleroi,40.12073145,-79.88724441,"15, Arentzen Boulevard, Charleroi Industrial Park Speers Site, Speers, Washington County, Pennsylvania, 15022, United States of America",washington,42125,1,207661,856.989
C1104,Pennsylvania,First Steps Treatment Center,1 Medical Center Boulevard,Chester,39.85541155,-75.36825021,"Crozer-Chester Medical Center, 1, Medical Center Boulevard, South Chester, Chester, Delaware County, Pennsylvania, 19013, United States of America",delaware,42045,1,563384,183.817
C1105,Pennsylvania,Recovery Center of Crozer Chester,301 West 15th Street,Chester,39.85806152,-75.36613857,"301, West 15th Street, Upland, Delaware County, Pennsylvania, 19013, United States of America",delaware,42045,1,563384,183.817
C1106,Pennsylvania,"Discovery House CU, Inc.",214 Airport Road,Clearfield,41.04567016,-78.39681107,"214, Airport Road, Kerr, Lawrence Township, Clearfield County, Pennsylvania, 16830, United States of America",clearfield,42033,4,80539,1144.683
C1107,Pennsylvania,"Advanced Treatment Systems, Inc.",1825 East Lincoln Hwy.,Coatesville,39.9861247,-75.8064526,"East Lincoln Highway, Coatesville, Chester County, Pennsylvania, 19335, United States of America",chester,42029,1,514652,750.532
C1108,Pennsylvania,"Center for Behavioral Health, Inc.",301 Smith Dr.,Cranberry Township,40.69771866,-80.10245441,"301, Smith Drive, Ogle, Cranberry Township, Butler County, Pennsylvania, 16066, United States of America",butler,42019,1,185984,789.558
C1109,Pennsylvania,Recovery Centers of America,235 W. Lancaster Avenue,Devon,40.0439,-75.4954,,chester,42029,1,514652,750.532
C1110,Pennsylvania,"Aldie Foundation, Inc.",11 Welden Drive,Doylestown,40.334179,-75.144223,,bucks,42017,1,626486,604.399
C1111,Pennsylvania,"Discovery House- BC, Inc.",3438 Route 764,Duncansville,40.461821,-78.426502,,blair,42013,3,124736,525.801
C1112,Pennsylvania,Habit OPCO ÃÂ Dunmore,118 Monahan Avenue,Dunmore,41.431177,-75.615676,,lackawanna,42069,2,211960,458.771
C1113,Pennsylvania,Eagleville Hospital,100 Eagleville Rd.,Eagleville,41.0585259,-77.5956971,"Eagleville Road, Eagleville, Liberty township, Centre County, Pennsylvania, 16823, United States of America",centre,42027,3,160646,1108.694
C1114,Pennsylvania,Esper Treatment Center,25 West 18th St.,Erie,42.118234,-80.07827627,"25, West 18th Street, Erie, Erie County, Pennsylvania, 16501, United States of America",erie,42049,2,277794,799.057
C1115,Pennsylvania,New Directions Healthcare,306 West 11th Street,Erie,42.12220341,-80.08839398,"306, West 11th Street, West Erie, Erie, Erie County, Pennsylvania, 16501, United States of America",erie,42049,2,277794,799.057
C1116,Pennsylvania,"Discovery House  NPA, Inc.",1914 Mercer Avenue,Farrell,41.21307446,-80.48040746,"1914, Mercer Avenue, Farrell, Mercer County, Pennsylvania, 16121, United States of America",mercer,42085,2,113623,672.516
C1117,Pennsylvania,Medical Technical Rehabilitative Services,1037 Compass Circle,Greensburg,40.3073,-79.521826,,westmoreland,42129,1,356835,1028.04
C1118,Pennsylvania,Pinnacle Treatment Centers PA,120 Penn Street,Hanover,39.80974048,-76.97976544,"120, Penn Street, New Baltimore, Hanover, York County, Pennsylvania, 17331, United States of America",york,42133,2,442216,904.365
C1119,Pennsylvania,"Center for Behavioral Health  Harrisburg, Inc.",99 South Cameron St.,Harrisburg,40.262986,-76.87361,"99, South Cameron Street, Allison Hill, Hillside Village, Harrisburg, Dauphin County, Pennsylvania, 17101, United States of America",dauphin,42043,2,273329,524.887
C1120,Pennsylvania,Pennsylvania Psychiatric Institute,2501 North 3rd Street,Harrisburg,40.2874113,-76.89867481,"UPMC Pinnacle Polyclinic Campus, 2501, North 3rd Street, Old Uptown, Harrisburg, Dauphin County, Pennsylvania, 17110, United States of America",dauphin,42043,2,273329,524.887
C1121,Pennsylvania,RHJ Medical Center,Old Rt. 119S,Hunker,40.192486,-79.587884,,westmoreland,42129,1,356835,1028.04
C1122,Pennsylvania,"Pinnacle Treatment Centers PA-III, LLC",1419 Scalp Ave.,Johnstown,40.272469,-78.857662,,cambria,42021,3,135871,688.364
C1123,Pennsylvania,Bowling Green Brandywine,1385 Newark Road,Kennett Square,39.850031,-75.767692,,chester,42029,1,514652,750.532
C1124,Pennsylvania,"ARS of Lancaster, LP",2192 Embassy Dr.,Lancaster,40.0447308,-76.3608981,"Embassy Drive, Chestnut View, Rohrerstown, Lancaster County, Pennsylvania, 17603, United States of America",lancaster,42071,2,536494,943.92
C1125,Pennsylvania,Aldie Foundation Inc.,2291 Cabot Blvd. West,Langhorne,40.191742,-74.868292,,bucks,42017,1,626486,604.399
C1126,Pennsylvania,SOAR Copr,33 Williams Drive,Lansdowne,39.9402,-75.2554,,delaware,42045,1,563384,183.817
C1127,Pennsylvania,"Advanced Treatment Systems, Inc.",3030 Chestnut St.,Lebanon,39.9532259,-75.18352902,"3030, Chestnut Street, Schuylkill Yards, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States of America",philadelphia,42101,1,1569657,134.286
C1128,Pennsylvania,SOAR Copr,7500 Bristol Pike,Levittown,40.1315,-74.8312,,bucks,42017,1,626486,604.399
C1129,Pennsylvania,Upmc Kmkeesport Hospital,1500 5th Avenue,McKeesport,40.3511,-79.8491,,allegheny,42003,1,1229605,730.105
C1130,Pennsylvania,"Greenfield Counseling, Inc.",11127 Perry Highway,Meadville,41.619195,-80.202446,,crawford,42039,4,86847,1012.301
C1131,Pennsylvania,Discovery House Group Inc,920 Century Drive,Mechnicsburg,40.2114,-76.9637,,cumberland,42041,2,245801,545.478
C1132,Pennsylvania,Rainbow Recovery Center,112 Timber Village Lane,Mercer,41.226829,-80.257441,,mercer,42085,2,113623,672.516
C1133,Pennsylvania,"Pennsylvania Associates, LLC",663 Mount Pocono Boulevard,Mount Pocono,41.1308374,-75.36172,"Mount Pocono, 11, Pine Hill Road, Mount Pocono, Monroe County, Pennsylvania, 18344, United States of America",monroe,42089,3,167306,608.257
C1134,Pennsylvania,"Discovery House- NC, Inc.",2710 West State Street,New Castle,41.003395,-80.361278,"West State Street, West New Castle, New Castle, Lawrence County, Pennsylvania, 16101, United States of America",lawrence,42073,4,88231,357.228
C1135,Pennsylvania,Montgomery County Methadone Center,316 DeKalb St.,Norristown,40.1122477,-75.3433208,"Dekalb Street, Norristown, Montgomery County, Pennsylvania, 19405, United States of America",montgomery,42091,1,818677,482.97
C1136,Pennsylvania,Valley Forge Medical Center and Hospital,1033 West Germantown Pike,Norristown,40.15853,-75.368071,,montgomery,42091,1,818677,482.97
C1137,Pennsylvania,Allentown Comprehensive Treatment Center,2970 Corporate Court,Orefield,40.6165,-75.66,,lehigh,42077,2,360774,345.294
C1138,Pennsylvania,Polaris Renewal Services,3591 Pittsburgh Road,Perryopolis,40.097739,-79.76382,,fayette,42051,1,133160,790.353
C1139,Pennsylvania,Narcotic Addict Rehabilitation Program of Thomas Jefferson University,21st St. & Washington Ave.,Philadelphia,39.93320499,-75.14491431,"21, Washington Avenue, Queen Village, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19147, United States of America",philadelphia,42101,1,1569657,134.286
C1140,Pennsylvania,Family Center,1233 Locust Street,Philadelphia,39.94794405,-75.16176759,"1233, Locust Street, Rittenhouse Square, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States of America",philadelphia,42101,1,1569657,134.286
C1141,Pennsylvania,"The Consortium, Inc.",451 University Ave.,Philadelphia,39.948211,-75.198241,,philadelphia,42101,1,1569657,134.286
C1142,Pennsylvania,"Addiction Medicine and Health Advocates, Inc.",928 Market Street,Philadelphia,39.9499401,-75.1420946,"Market Street, Society Hill, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States of America",philadelphia,42101,1,1569657,134.286
C1143,Pennsylvania,Mercy Philadelphia Hospital,501 South 54th St.,Philadelphia,39.95146725,-75.22961345,"Mercy Philadelphia Hospital, 501, South 54th Street, Garden Court, Philadelphia, Philadelphia County, Pennsylvania, 19143, United States of America",philadelphia,42101,1,1569657,134.286
C1144,Pennsylvania,Kirkbride Center  A Better Way,111 North 49th St.,Philadelphia,39.9616045,-75.21795792,"Kirkbride Center, 111, North 49th Street, Garden Court, Philadelphia, Philadelphia County, Pennsylvania, 19139, United States of America",philadelphia,42101,1,1569657,134.286
C1145,Pennsylvania,John F. Kennedy Drug Treatment Clinic,907 North Broad St.,Philadelphia,39.97033156,-75.15956677,"907, North Broad Street, North Central, Philadelphia, Philadelphia County, Pennsylvania, 19123, United States of America",philadelphia,42101,1,1569657,134.286
C1146,Pennsylvania,Achievement Through Counseling and Treatment (ACT II),1745 North 4th St.,Philadelphia,39.97729667,-75.14141557,"1745, North 4th Street, West Kensington, Philadelphia, Philadelphia County, Pennsylvania, 19122, United States of America",philadelphia,42101,1,1569657,134.286
C1147,Pennsylvania,Parkside Recovery,5000 Parkside Ave.,Philadelphia,39.979914,-75.219442,"5000, Parkside Avenue, Parkside, Philadelphia, Philadelphia County, Pennsylvania, 19131, United States of America",philadelphia,42101,1,1569657,134.286
C1148,Pennsylvania,Kensington Hospital Outpatient Treatment Program,136 West Diamond St.,Philadelphia,39.9817672,-75.1347068,"Kensington Hospital, 136, West Diamond Street, Kensington, Philadelphia, Philadelphia County, Pennsylvania, 19122, United States of America",philadelphia,42101,1,1569657,134.286
C1149,Pennsylvania,NorthEast Treatment Centers  OTP,2205 Bridge St.,Philadelphia,40.01058364,-75.06931409,"2205, Bridge Street, Bridesburg, Philadelphia, Philadelphia County, Pennsylvania, 19137, United States of America",philadelphia,42101,1,1569657,134.286
C1150,Pennsylvania,The Healing Way,7900 Frankford Avenue,Philadelphia,40.0228299,-75.0775208,"Frankford Avenue, Frankford, Philadelphia, Philadelphia County, Pennsylvania, 19114, United States of America",philadelphia,42101,1,1569657,134.286
C1151,Pennsylvania,Parkside Recovery,5429 Germantown Ave.,Philadelphia,40.03339175,-75.17087775,"5429, Germantown Avenue, Nicetown-Tioga, Philadelphia, Philadelphia County, Pennsylvania, 19144, United States of America",philadelphia,42101,1,1569657,134.286
C1152,Pennsylvania,Achievement Through Counseling and Treatment (ACT 1),5820 Old York Rd.,Philadelphia,40.04179379,-75.14454974,"5820, Old York Road, Tabor, Philadelphia, Philadelphia County, Pennsylvania, 19141, United States of America",philadelphia,42101,1,1569657,134.286
C1153,Pennsylvania,SOAR,9150 Marshall Street,Philadelphia,40.07225875,-75.03232436,"9150, Marshall Street, Blue Grass, Philadelphia, Philadelphia County, Pennsylvania, 19114, United States of America",philadelphia,42101,1,1569657,134.286
C1154,Pennsylvania,Jefferson Intensive Outpatient Program,1021 South 21st Street,Philadelphia,39.939944,-75.177992,"1021, South 21st Street, Southwest Center City, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19146, United States of America",philadelphia,42101,1,1569657,134.286
C1155,Pennsylvania,Philadelphia VA Medical Center,3900 Woodland Avenue,Philadelphia,39.9475948,-75.1990791,"Corporal Michael J. Crescenz Veterans Affairs Medical Center, 3900, Woodland Avenue, Southwest Schuylkill, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States of America",philadelphia,42101,1,1569657,134.286
C1156,Pennsylvania,Behavioral Wellness Center,801 West Girard Ave.,Philadelphia,39.9746895,-75.1986981,"West Girard Avenue, Brewerytown, Philadelphia, Philadelphia County, Pennsylvania, 19131, United States of America",philadelphia,42101,1,1569657,134.286
C1157,Pennsylvania,Kensington Hospital Outpatient Treatment Program,2100 North Front Street,Philadelphia,39.981766,-75.13296,"2100, North Front Street, Kensington, Philadelphia, Philadelphia County, Pennsylvania, 19122, United States of America",philadelphia,42101,1,1569657,134.286
C1158,Pennsylvania,NorthEast Treatment Centers Â OTP,7520 State Road,Philadelphia,40.02837768,-75.0271325,"7520, State Road, Mayfair, Philadelphia, Philadelphia County, Pennsylvania, 19136, United States of America",philadelphia,42101,1,1569657,134.286
C1159,Pennsylvania,"Pinnacle Treatment Centers PA-I, LLC",729 Ensign Ave.,Pittsburgh,40.40585735,-80.004183,"Alliance Medical Service, 729, Ensign Avenue, Bon Air, Pittsburgh, Allegheny County, Pennsylvania, 15226, United States of America",allegheny,42003,1,1229605,730.105
C1160,Pennsylvania,"Tadiso, Inc.",1425 Beaver Ave.,Pittsburgh,40.453822,-80.02977273,"1425, Beaver Avenue, Chateau, Pittsburgh, Allegheny County, Pennsylvania, 15233, United States of America",allegheny,42003,1,1229605,730.105
C1161,Pennsylvania,"Progressive Medical Specialists, Inc.",2900 Smallman St.,Pittsburgh,40.458556,-79.974833,"2900, Smallman Street, Strip District, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States of America",allegheny,42003,1,1229605,730.105
C1162,Pennsylvania,"Pinnacle Treatment Centers PA-IV, LLC",3121 Smallman St.,Pittsburgh,40.46079386,-79.97190108,"3121, Smallman Street, Strip District, Pittsburgh, Allegheny County, Pennsylvania, 15201, United States of America",allegheny,42003,1,1229605,730.105
C1163,Pennsylvania,"Center for Behavioral Health Pennsylvania, Inc.",1391 Washington Blvd.,Pittsburgh,40.46994184,-79.90874462,"1391, Washington Boulevard, Larimer, Lincoln-Lemington-Belmar, Pittsburgh, Allegheny County, Pennsylvania, 15206, United States of America",allegheny,42003,1,1229605,730.105
C1164,Pennsylvania,VA Pittsburgh,University Drive,Pittsburgh,40.4456797,-79.9603854,"University Drive, North Oakland, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States of America",allegheny,42003,1,1229605,730.105
C1165,Pennsylvania,UPMC Western Psychiatric Hospital,225 Penn Avenue,Pittsburgh,40.44687305,-79.89196327,"Lifecare Hospital of Pittsburgh, 225, Penn Avenue, Park Place, Wilkinsburg, Allegheny County, Pennsylvania, 15221, United States of America",allegheny,42003,1,1229605,730.105
C1166,Pennsylvania,Habit Opco- Pottstown,301 Circle of Progress,Pottstown,40.262666,-75.667073,,montgomery,42091,1,818677,482.97
C1167,Pennsylvania,"Northeast Family Health Care, LLC",1040 S. West End Boulevard,Quakertown,40.4317862,-75.3523795,"West End Boulevard, Quakertown, Bucks County, Pennsylvania, 18951, United States of America",bucks,42017,1,626486,604.399
C1168,Pennsylvania,New Directions Treatment Services,832 North Park Road,Reading,40.3466,-75.9589,,berks,42011,2,415500,856.406
C1169,Pennsylvania,"Clear Choices, LLC",373 Cleveland Street,Rochester,40.71206061,-80.28612029,"373, Cleveland Street, Junction Stretch, Rochester Township, Beaver County, Pennsylvania, 15074, United States of America",beaver,42007,1,168161,434.711
C1170,Pennsylvania,PA Care LLC,3091 Enterprise Drive,State College,40.764582,-77.879607,,centre,42027,3,160646,1108.694
C1171,Pennsylvania,"Addiction Specialists, Inc.",1023 Pittsburgh St.,Uniontown,39.9081596,-79.7276779,"Pittsburgh Street, Uniontown, Fayette County, Pennsylvania, 15401, United States of America",fayette,42051,1,133160,790.353
C1172,Pennsylvania,"RHJ Medical Center, Inc./Vandergrift",2994 River Road,Vandergrift,40.627598,-79.585451,,armstrong,42005,1,66737,653.192
C1173,Pennsylvania,SOAR Corp,655 Louis Drive,Warminster,40.20134955,-75.08478056,"Cox Construction, 655, Louis Drive, Warminster Heights, Warminster Township, Bucks County, Pennsylvania, 18974, United States of America",bucks,42017,1,626486,604.399
C1174,Pennsylvania,"Progressive Medical Specialist, Inc.",2453 West Pike Rd.,Washington,40.223745,-80.218249,,washington,42125,1,207661,856.989
C1175,Pennsylvania,Echo Treatment Center,50 East Wylie Avenue,Washington,40.18231807,-80.26375837,"50, East Wylie Avenue, Tylerdale, Washington, Washington County, Pennsylvania, 15301, United States of America",washington,42125,1,207661,856.989
C1176,Pennsylvania,Habit OPCO- Watsontown,759 Susquehanna Trail,Watsontown,41.061349,-76.843356,,northumberland,42097,4,93038,458.005
C1177,Pennsylvania,"Wikes-Barre Behavioral Hospital Company, LLC.",307 Laird St.,Wilkes-Barre,41.25596969,-75.82710763,"307, Laird Street, Plains Township, Luzerne County, Pennsylvania, 18702, United States of America",luzerne,42079,2,318222,889.968
C1178,Pennsylvania,"Williamsport Family Medical Center, LLC",2062 Lycoming Creek Road,Williamsport,41.2471675,-77.0442248,"Lycoming Creek Road, Williamsport, Lycoming County, Pennsylvania, 17701, United States of America",lycoming,42081,3,115398,1228.767
C1179,Pennsylvania,Pyramid Healthcare York Pharmacotherapy Services,104 Davies Drive,York,39.9885432,-76.6526769,"Davies Drive, Yorklyn, Springettsbury Township, York, Pennsylvania, 17402-2658, United States of America",york,42133,2,442216,904.365
C1180,Rhode Island,CODAC Cranston,1052 Park Avenue,Cranston,41.782282,-71.44492153,"1052, Park Avenue, Auburn, Cranston, Providence County, Rhode Island, 02910, United States of America",providence,44007,1,633704,409.49
C1181,Rhode Island,CODAC Behavioral Healthcare,850 Waterman Avenue,East Providence,41.812708,-71.349983,"850, Waterman Avenue, Six Corners, East Providence, Providence County, Rhode Island, 02914, United States of America",providence,44007,1,633704,409.49
C1182,Rhode Island,Phoenix House of New England,251 Main Street,Exeter,41.54934782,-71.54391591,"251, Main Street, Exeter, Washington County, Rhode Island, 02822, United States of America",washington,44009,1,126190,329.281
C1183,Rhode Island,Journey to Hope Health and Healing,985 Plainfield Street,Johnston,41.80529223,-71.46586861,"985, Plainfield Street, Thornton, Cranston, Providence County, Rhode Island, 02909, United States of America",providence,44007,1,633704,409.49
C1184,Rhode Island,Journey to Hope Health and Healing,26 Valley Road,Middletown,41.52266056,-71.29512925,"26, Valley Road, Middletown, Newport County, Rhode Island, 02842, United States of America",newport,44005,1,83204,102.44
C1185,Rhode Island,CODAC Behavioral Healthcare,93 Thames Street,Newport,41.49108525,-71.31544725,"93, Thames Street, Ward 3, Newport, Newport County, Rhode Island, 02840, United States of America",newport,44005,1,83204,102.44
C1186,Rhode Island,AdCare Rhode Island Inc,1950 Tower Hill Road,North Kingstown,41.52460429,-71.4652245,"1950, Tower Hill Road, North Kingstown, Washington County, Rhode Island, 02852, United States of America",washington,44009,1,126190,329.281
C1187,Rhode Island,Ari,31 N Union St,Pawtucket,41.878821,-71.385544,"31, North Union Street, Pawtucket, Providence County, Rhode Island, 02860, United States of America",providence,44007,1,633704,409.49
C1188,Rhode Island,CODAC Pawtucket Avenue,600 Pawtucket Avenue,Pawtucket,41.857038,-71.399236,"600, Pawtucket Avenue, Woodlawn, Pawtucket, Providence County, Rhode Island, 02860, United States of America",providence,44007,1,633704,409.49
C1189,Rhode Island,Center for Treatment and Recovery,82 Pond Street,Pawtucket,41.871541,-71.376367,"82, Pond Street, Pawtucket, Providence County, Rhode Island, 02860, United States of America",providence,44007,1,633704,409.49
C1190,Rhode Island,Discovery House of Providence Comprehensive Treatment Center,66 Pavilion Ave.,Providence,41.798178,-71.40400367,"66, Pavilion Avenue, Providence, Providence County, Rhode Island, 02905, United States of America",providence,44007,1,633704,409.49
C1191,Rhode Island,Journey to Hope Health and Healing,160 Narragansett Avenue,Providence,41.78815529,-71.42322286,"160, Narragansett Avenue, Elmwood, Providence, Providence County, Rhode Island, 02907, United States of America",providence,44007,1,633704,409.49
C1192,Rhode Island,CODAC Providence,349 Huntington Avenue,Providence,41.80385336,-71.43962731,"349, Huntington Avenue, Elmwood, Olneyville, Providence, Providence County, Rhode Island, 02909, United States of America",providence,44007,1,633704,409.49
C1193,Rhode Island,VICTA,110 Elmwood Avenue,Providence,41.80962355,-71.42410636,"110, Elmwood Avenue, Elmwood, Providence, Providence County, Rhode Island, 02907, United States of America",providence,44007,1,633704,409.49
C1194,Rhode Island,Roger Williams Medical Center,825 Chalkstone Avenue,Providence,41.83459585,-71.43510353,"Roger Williams Medical Center, 825, Chalkstone Avenue, Providence, Providence County, Rhode Island, 02908, United States of America",providence,44007,1,633704,409.49
C1195,Rhode Island,CODAC Behavioral Healthcare,350 Columbia Street,Wakefield,41.450144,-71.49556563,"350, Columbia Street, Rocky Brook, South Kingstown, Washington County, Rhode Island, 02879, United States of America",washington,44009,1,126190,329.281
C1196,Rhode Island,Addiction Recovery Institute,205 Hallene Road,Warwick,41.73313824,-71.4311241,"205, Hallene Road, Lincoln Park, Warwick, Kent County, Rhode Island, 02886, United States of America",kent,44003,1,164012,168.563
C1197,Rhode Island,Journey to Hope Health and Healing,86 Beach Street,Westerly,41.36100904,-71.82861676,"86, Beach Street, Westerly, Washington County, Rhode Island, 02891, United States of America",washington,44009,1,126190,329.281
C1198,Rhode Island,Discovery House of Woonsocket Comprehensive Treatment Center,1625 Diamond Hill Rd.,Woonsocket,42.01567264,-71.47827579,"1625, Diamond Hill Road, Woonsocket, Providence County, Rhode Island, 02895, United States of America",providence,44007,1,633704,409.49
C1199,South Carolina,"Southwest Carolina Treatment Center, LLC",341 W. Beltline Blvd.,Anderson,34.54775584,-82.67595226,"341, West Beltline Boulevard, Spring Park, Anderson, Anderson County, South Carolina, 29625, United States of America",anderson,45007,2,194174,713.85
C1200,South Carolina,Department of Alcohol and Other Drug Abuse Services of Charleston County,5 Charleston Center Dr.,Charleston,32.782943,-79.952389,,charleston,45019,2,387847,917.951
C1201,South Carolina,Crossroads Treatment Center ,2470 Mall Drive,Charleston,32.87502665,-80.01200139,"2470, Mall Drive, Russelldale, North Charleston, Charleston County, South Carolina, 29406, United States of America",charleston,45019,2,387847,917.951
C1202,South Carolina,Clear Skye Medical Holding LLC,1035 Medical Ridge Road,Clinton,34.4832,-81.9388,,laurens,45059,2,66508,713.761
C1203,South Carolina,Crossroads Treatment Center of Columbia,1421 Bluff Road,Columbia,33.9724824,-81.0206635,"Bluff Road, Columbia, Richland County, South Carolina, 29209, United States of America",richland,45079,2,404869,757.324
C1204,South Carolina,Palmetto Carolina Treatment Center,325 Inglesby Parkway,Duncan,34.9124481,-82.11358559,"Apria Healthcare, 325, Inglesby Parkway, Startex, Duncan, Spartanburg County, South Carolina, 29334, United States of America",spartanburg,45083,2,297732,807.743
C1205,South Carolina,Recovery Concepts of the Carolina  Upstate,1653 E. Main St.,Easley,34.82935511,-82.57438612,"1653, East Main Street, Brookwood Heights, Easley, Pickens County, South Carolina, 29640, United States of America",pickens,45077,2,121449,496.977
C1206,South Carolina,Starting Point of Florence,1341 North Cashua Drive,Florence,34.21311239,-79.79693166,"1341, North Cashua Drive, Florence, Florence County, South Carolina, 29501, United States of America",florence,45041,3,138537,800.51
C1207,South Carolina,"Metro Treatment of South Carolina, LP",377 Rubin Center Drive,Fort Mills,35.096426,-80.940537,,york,45091,1,251664,680.675
C1208,South Carolina,Greenville Metro Treatment Center,602 Airport Rd.,Greenville,34.84094,-82.3460755,"602, Airport Road, Forest Park, East Highland Estates, Greenville, Greenville County, South Carolina, 29607, United States of America",greenville,45045,2,490332,785.127
